deployment_id,timestamp,deployment_day_of_week,deployment_time_of_day,deployment_hour,build_duration_sec,code_churn_lines,time_since_last_deployment_hours,deployment_frequency_per_day,error_rate,http_status_code,rollback_occurred,rollback_frequency,test_coverage_pct,total_test_cases,failed_test_cases,latency_p50_ms,latency_p95_ms,latency_p99_ms,failure_label
207,2024-05-06 18:54:54,Monday,18:54,18,96.01313044621679,163,38.80487407527777,0.6184790073907283,0.019875462055358634,200,0,0.09178743961352658,69.72972132001289,195,0,302.0744034354742,1005.5417234297395,1033.3309592799076,0
208,2024-05-09 12:37:11,Thursday,12:37,12,54.352924746397676,151,65.70472170444445,0.36527055251763696,0.014578042715814999,200,1,0.09615384615384616,77.7921507823112,296,2,328.83830312505137,1194.231878823137,1505.4746836618758,0
209,2024-05-09 12:54:43,Thursday,12:54,12,130.07723110857836,160,0.2921636497222222,10.0,0.01904982600868649,200,0,0.09569377990430622,82.50943513377452,365,4,243.20249730080138,672.754646011967,2298.056202251587,0
210,2024-05-09 18:00:08,Thursday,18:00,18,152.7611490876537,155,5.090333918333333,4.714818396011638,0.016699390989623714,200,1,0.1,65.7631469283494,489,0,319.9189668726599,1352.63223277154,1065.2025989855722,0
211,2024-05-10 19:13:08,Friday,19:13,19,120.7280003757553,155,25.21663882361111,0.9517525379920209,0.018058020223267423,200,0,0.0995260663507109,65.40257713217981,196,4,328.2397038898815,640.0256894698856,1643.3935885253761,0
212,2024-05-11 02:52:05,Saturday,02:52,2,108.97530648361288,179,7.6491731694444445,3.137594020732976,0.016288383944293498,200,0,0.09905660377358491,68.49388101616134,496,3,383.8355703492263,900.8124443157496,2143.3011593891238,0
213,2024-05-12 01:13:56,Sunday,01:13,1,119.42232187489327,156,22.36423149,1.073142173954487,0.009183182607518228,200,0,0.09859154929577464,71.79493974622771,457,2,166.21840945877682,575.2576013082058,2429.773895366328,0
214,2024-05-12 03:53:32,Sunday,03:53,3,112.0296033159726,165,2.6598579272222223,9.023038318841335,0.005035769066937688,201,0,0.09813084112149532,76.59782633505824,173,0,198.07293080776995,1045.2110788174002,2478.2130985066483,0
215,2024-05-12 08:32:13,Sunday,08:32,8,77.81835108209415,184,4.644855680555556,5.167006609154634,0.007406403509010444,200,0,0.09767441860465116,78.16089279151429,294,2,167.13149689924703,1169.7458074256392,1632.9540709131124,0
216,2024-05-12 09:20:00,Sunday,09:20,9,99.9861763053349,188,0.7963460622222223,10.0,0.00040472465279900894,200,0,0.09722222222222222,68.72674544132322,238,2,366.99848333402764,1441.2216350952906,2425.5764415686763,0
217,2024-05-13 05:14:25,Monday,05:14,5,143.2447966754835,164,19.906807209999997,1.205617744062133,0.010479863349293343,201,0,0.0967741935483871,83.18157263612743,323,0,348.14679000839214,1239.3361958960008,1053.1284599212956,0
218,2024-05-14 07:01:48,Tuesday,07:01,7,136.2587489481775,179,25.78978591111111,0.9306009783377066,0.010101156005408174,200,0,0.0963302752293578,81.09572766580644,213,2,293.6605176554598,1041.102916454151,2118.8754069978345,0
219,2024-05-15 01:14:58,Wednesday,01:14,1,130.8820932088387,166,18.21945249222222,1.3172733928335916,0.010505009296609764,200,0,0.0958904109589041,72.95053066871132,268,2,170.9158525127958,1432.6170171703338,1964.1190519504194,0
220,2024-05-15 06:16:00,Wednesday,06:16,6,90.16980313513172,145,5.017361180277778,4.783390937518929,0.01948062449944128,200,0,0.09545454545454546,65.36881685275289,372,1,218.3280896634299,978.4368380408765,1374.2827863792284,0
221,2024-05-15 16:12:06,Wednesday,16:12,16,142.064861626984,208,9.934801705833333,2.4157502797371513,0.2219746613697688,200,0,0.09502262443438914,62.16320704470364,305,9,992.8856333037446,4246.517565385553,5280.019543045392,1
222,2024-05-16 02:43:31,Thursday,02:43,2,48.80272337450008,143,10.523682638055556,2.280570483303214,0.00323425556660216,200,0,0.0945945945945946,75.57575893879266,327,0,290.1857990038543,1096.0985276700958,1194.3306066407433,0
223,2024-05-16 15:10:58,Thursday,15:10,15,131.24668323598863,164,12.457566781944445,1.9265399431600676,0.007377650431117784,200,0,0.09417040358744394,69.15730748147347,469,0,214.51097350917885,909.9797258865668,2307.3957264273413,0
224,2024-05-17 11:21:18,Friday,11:21,11,175.01001977347485,151,20.172266946666664,1.1897522506247542,0.008479123589265239,200,0,0.09375,75.17412936599521,491,2,168.2399659782387,1338.4826905658242,1536.847128318472,0
225,2024-05-17 11:34:29,Friday,11:34,11,73.4053753785263,157,0.21966342111111112,10.0,0.007210658357032955,204,0,0.09333333333333334,81.96093032177959,205,4,332.6905754633248,685.1759388450591,1939.0667056985749,0
226,2024-05-17 19:56:01,Friday,19:56,19,169.82789310078542,199,8.3588507675,2.8712080963706472,0.06787575608290884,500,0,0.09292035398230089,75.5921728508493,208,13,1008.6413374048815,2086.5945183740923,6544.007215955842,1
227,2024-05-19 00:48:40,Sunday,00:48,0,86.72718364977445,217,28.877421340277778,0.8310991385690374,0.14741435557202887,200,0,0.09251101321585903,72.042036602547,369,9,762.180341303952,3185.2655670698987,7784.785135794262,1
228,2024-05-20 19:33:31,Monday,19:33,19,168.84949220496193,182,42.747505572499996,0.5614362681185192,0.0114419963394325,200,1,0.09649122807017543,74.28320726398631,334,4,181.91665874557634,1403.9761718765772,2487.934556204728,0
229,2024-05-20 20:04:01,Monday,20:04,20,109.31213842949477,169,0.5084439825,10.0,0.017060271179758512,200,0,0.09606986899563319,81.57884235811356,196,1,350.6370758486449,1383.9183964342783,2129.629591661994,0
230,2024-05-21 00:02:04,Tuesday,00:02,0,100.77123847569362,148,3.9673746899999998,6.049340401473399,0.01611856306830717,200,0,0.09565217391304348,88.24308575717312,251,0,291.3829692310144,1008.740289430142,2442.9578046611064,0
231,2024-05-21 07:03:10,Tuesday,07:03,7,56.08769001543709,167,7.018414617222223,3.4195756889465185,0.0026442304564059937,200,0,0.09523809523809523,85.33676284594969,193,2,375.3964065524657,1143.1614511633418,1443.7767478180663,0
232,2024-05-24 19:12:42,Friday,19:12,19,128.62033452578373,158,84.15894721472222,0.2851746700058719,0.014278291681672686,200,0,0.09482758620689655,79.9418007245022,164,1,273.86789076633335,894.237736129301,1246.8443149297307,0
233,2024-05-27 00:09:47,Monday,00:09,0,196.47266140503103,171,52.95147225916667,0.4532451880192104,0.008708722578040711,200,0,0.0944206008583691,74.78191095454513,385,3,385.3564179544699,968.1777628802002,1754.6026952182465,0
234,2024-05-27 20:59:08,Monday,20:59,20,134.70754616876366,172,20.82252217777778,1.1525981240453804,0.0058929780612500095,200,0,0.09401709401709402,74.85638449362875,200,1,372.9670510953315,1406.2657925730496,1742.0024233410152,0
235,2024-05-28 03:45:27,Tuesday,03:45,3,122.1069675928037,192,6.771891826666667,3.544061336817534,0.08956018545381568,500,0,0.09361702127659574,78.90377159519089,458,11,718.90316931526,3731.6067083778726,4872.0659941277545,1
236,2024-05-29 06:43:34,Wednesday,06:43,6,136.27288087684448,151,26.968558214999998,0.8899252161968052,0.00974499120690902,200,1,0.09745762711864407,66.05957655309476,183,4,383.47335953746585,1395.4140580670196,2099.829354372115,0
237,2024-05-31 04:12:16,Friday,04:12,4,124.61177986179892,142,45.47843074083333,0.5277226942320885,0.0071087336144906275,200,0,0.0970464135021097,91.67553139934705,273,3,230.77218682363807,638.3708618136383,1542.666301658101,0
238,2024-05-31 10:48:10,Friday,10:48,10,96.54449697089545,148,6.598320463888888,3.637289236154345,0.005030260793528017,200,0,0.09663865546218488,82.93813609299218,226,3,241.41054067605285,1350.0840213306362,1279.5478463957759,0
239,2024-06-01 02:38:52,Saturday,02:38,2,153.8147970487197,180,15.84478089,1.5146943442523049,0.013893434591939152,200,0,0.09623430962343096,83.39071787495455,272,3,161.36948782650924,1448.3637310214804,1497.9750918149325,0
240,2024-06-01 03:22:59,Saturday,03:22,3,132.9016533089114,168,0.7354646819444444,10.0,0.01538970774631174,200,0,0.09583333333333334,66.02594160722803,354,0,297.30022669096326,861.2496945736046,1845.4880494525228,0
241,2024-06-01 20:15:13,Saturday,20:15,20,125.61646381767801,162,16.870518223055555,1.4226000459903576,0.004895790380588496,200,0,0.0954356846473029,81.34929042206434,377,2,330.4809924822333,1018.6462894216693,2089.706398270665,0
242,2024-06-01 20:50:45,Saturday,20:50,20,90.86218904526125,170,0.5922577447222221,10.0,0.0009889487335869452,400,0,0.09504132231404959,78.08900762244207,219,3,343.3797975605258,1279.095255812996,1722.836329086227,0
243,2024-06-02 07:14:27,Sunday,07:14,7,170.62277761771657,167,10.394994100555556,2.3088036191109844,0.0169750540113047,200,0,0.09465020576131687,67.85603048613982,379,1,187.45407151152583,1062.0781375656488,1788.3924847425603,0
244,2024-06-02 09:21:56,Sunday,09:21,9,148.26459608665886,174,2.1247775183333335,10.0,0.00019919482408606637,201,0,0.0942622950819672,72.50389429077269,170,4,261.03976807812506,1493.4835217062493,1208.4189039141227,0
245,2024-06-02 09:44:29,Sunday,09:44,9,105.64777069214443,165,0.3758214733333333,10.0,0.01874224987842944,200,0,0.09387755102040816,89.03849031776858,257,2,194.2158030234789,955.7133651568283,2372.0363870623482,0
246,2024-06-02 21:25:29,Sunday,21:25,21,160.0638698788678,167,11.68333221388889,2.0542084707194515,0.012552397479654118,204,1,0.0975609756097561,79.84968722838073,390,1,315.5318372135622,1213.9427112073777,2393.086296988067,0
247,2024-06-02 23:46:51,Sunday,23:46,23,107.58502065651776,159,2.356070343888889,10.0,0.006436932704026406,200,1,0.10121457489878542,76.16224752969553,400,0,189.48659310544204,1292.5911401965443,2025.1398856270055,0
248,2024-06-03 22:35:58,Monday,22:35,22,97.62987776211371,158,22.818430611944443,1.0517813607846045,0.004929558191534724,204,0,0.10080645161290322,66.9624182077019,284,3,376.04092098901873,994.1004157584395,1026.447113401037,0
249,2024-06-04 12:32:59,Tuesday,12:32,12,98.41039088818995,160,13.950368735833333,1.720384633156892,0.00018011328528950489,404,0,0.10040160642570281,84.28128123986225,239,1,207.65866141535332,1356.9838057113757,1805.611323854989,0
250,2024-06-04 15:53:13,Tuesday,15:53,15,63.012600641916805,172,3.337252241944445,7.19154509759695,0.004709428340217543,200,0,0.1,83.97697223169288,228,2,222.8505665720612,1046.1545912071965,1943.8284581329203,0
251,2024-06-04 23:58:16,Tuesday,23:58,23,141.5039833146372,149,8.084088073333334,2.9687949688682713,0.002754566030342822,400,0,0.099601593625498,81.57917738825921,326,1,362.72658053774995,911.6507968016314,2491.981334437165,0
252,2024-06-05 10:50:11,Wednesday,10:50,10,60.909929258157746,174,10.865389251666667,2.208848615001859,0.012243324414462914,200,0,0.0992063492063492,78.77709144795753,447,0,264.6169025364309,607.823673851947,2494.100432792195,0
253,2024-06-06 14:12:53,Thursday,14:12,14,82.00446590569831,161,27.378201771111108,0.8766098007694678,0.0033309117718760264,200,0,0.09881422924901186,76.71217885959906,457,4,155.99898645001826,893.4135763504241,2286.416852988336,0
254,2024-06-07 04:54:10,Friday,04:54,4,134.5007213289258,169,14.688269321666667,1.6339569675916548,0.10015409278116318,500,0,0.0984251968503937,77.43233692657701,251,24,1187.5050500948826,4762.29444236696,7191.78708356969,1
255,2024-06-08 00:15:59,Saturday,00:15,0,121.98756075231874,150,19.363614173333335,1.2394380400871485,0.011802328446889417,200,0,0.09803921568627451,71.30167719666699,484,2,171.13583384503076,1421.2864116801072,2429.914586168095,0
256,2024-06-08 12:15:48,Saturday,12:15,12,119.73878389048448,172,11.996821250277778,2.000529931997136,0.00596083396693829,200,0,0.09765625,90.41399473279648,261,3,396.33617967182767,751.6794038603103,1918.9918707279987,0
257,2024-06-09 02:14:02,Sunday,02:14,2,113.56563253847726,151,13.970477925833332,1.7179083011627472,0.0007012989803743741,200,0,0.09727626459143969,80.8974522878662,330,3,297.0278926139006,855.2355173305026,2201.330155718769,0
258,2024-06-09 07:13:39,Sunday,07:13,7,88.50978068652984,158,4.993574910555555,4.806176022165633,0.000745077612283922,400,0,0.09689922480620156,73.40219599756817,253,3,214.13315440274462,653.9609941044262,1610.7892745287804,0
259,2024-06-09 18:27:29,Sunday,18:27,18,83.9718186297176,168,11.230754437777778,2.1369891161780994,0.0005269466438783521,200,0,0.09652509652509653,77.14135597389925,165,1,290.92941988690444,1190.722894228969,1479.5042068518846,0
260,2024-06-13 06:42:33,Thursday,06:42,6,141.2529452241301,176,84.25109015916667,0.2848627828394783,0.014782493342730924,200,0,0.09615384615384616,86.75348929967609,245,1,169.21677584543872,1460.1884300099252,1694.866218225712,0
261,2024-06-13 13:15:20,Thursday,13:15,13,105.73068239020293,143,6.546291208055555,3.6661980405739882,0.006360194096285963,201,0,0.09578544061302682,69.36363363971803,442,4,349.97282606720427,1140.9522198481754,1220.3117694532405,0
262,2024-06-15 02:47:25,Saturday,02:47,2,136.07254125376505,172,37.53468869472223,0.6394085267416819,0.015926003719353272,204,0,0.09541984732824428,72.90656180642704,295,0,381.3320134660409,1117.0765300062262,1535.5992081299592,0
263,2024-06-15 07:39:31,Saturday,07:39,7,94.0162959856522,154,4.868479506111111,4.929670540848377,0.008634656476856984,204,0,0.09505703422053231,83.346716613887,451,2,368.6110970515399,1053.489930500434,2286.426249652418,0
264,2024-06-18 00:02:59,Tuesday,00:02,0,131.33719599698787,159,64.39105256833334,0.37272259176895145,0.009059962016599277,200,0,0.0946969696969697,73.51820857502004,151,1,235.4394005746407,588.4557406855365,1056.9257293913222,0
265,2024-06-18 19:06:44,Tuesday,19:06,19,170.61473130606223,165,19.062459945833332,1.2590190388961795,0.010257652050191475,400,0,0.09433962264150944,86.39754541025958,268,3,231.4420299108421,1229.5038264293837,1226.3170702369068,0
266,2024-06-19 04:39:42,Wednesday,04:39,4,145.51580301374742,188,9.54959731361111,2.513194976901552,0.014260629127502079,200,0,0.09398496240601503,68.52224415378875,492,0,158.771902804075,1102.0495435493508,1187.6742394742282,0
267,2024-06-19 04:48:21,Wednesday,04:48,4,110.56551636242318,196,0.14403531722222224,10.0,0.005470057316594141,200,0,0.09363295880149813,85.59252660227443,243,2,312.8500896752292,1161.476768856287,1604.613314050342,0
268,2024-06-20 15:19:14,Thursday,15:19,15,134.00196396245747,159,34.51479963138889,0.6953538846035662,0.002431746990670538,200,0,0.09328358208955224,66.8454963009653,340,2,283.72619604744875,1398.8110930274215,2495.4803513362926,0
269,2024-06-22 00:56:45,Saturday,00:56,0,116.57671889144254,158,33.62517954361111,0.7137508357055026,0.01112114670382923,200,0,0.09293680297397769,65.34000054202235,152,2,264.83659283183533,1283.960787061018,1260.036895317074,0
270,2024-06-22 15:07:03,Saturday,15:07,15,30.0,210,14.171580463611111,1.6935302355037736,0.236150919750845,200,0,0.09259259259259259,71.79559201556157,260,10,790.0018228962239,3861.9108563622785,4869.1151150685455,1
271,2024-06-23 03:51:23,Sunday,03:51,3,113.60361317480236,169,12.739123338055556,1.8839600938869046,0.008849826273360749,200,0,0.09225092250922509,80.69615885717207,326,4,191.96972527071156,1427.1837688793476,2372.583594664232,0
272,2024-06-23 08:17:09,Sunday,08:17,8,119.2482677940113,174,4.429247615277777,5.41852749826335,0.012938934166746107,200,0,0.09191176470588236,74.4993262213439,406,2,152.41656667254557,1489.9349514629996,2323.0757754489487,0
273,2024-06-23 17:55:47,Sunday,17:55,17,209.26975324460673,189,9.644064920277778,2.48857719212748,0.2265581246329455,200,0,0.09157509157509157,75.16911494618253,171,16,1158.0183844409903,4443.270701237456,7851.14603531228,1
274,2024-06-24 03:30:07,Monday,03:30,3,90.23244551463172,155,9.571999484722223,2.507313131212154,0.012405576342016857,200,0,0.09124087591240876,81.65591614804204,369,1,205.84285945684223,608.8816160311658,2127.5589402689725,0
275,2024-06-24 20:31:31,Monday,20:31,20,89.44424105535076,153,17.023414412222223,1.4098229308668435,0.010884000042272557,200,0,0.09090909090909091,78.74305895549193,322,0,158.32138731586423,959.1299077754364,1983.1985522146445,0
276,2024-06-25 00:07:29,Tuesday,00:07,0,76.40101061590761,148,3.5993987469444444,6.667780284241576,0.014795927438721983,200,1,0.09420289855072464,91.7731399393096,373,3,275.71092766078385,1287.6011464616445,2151.6112147790636,0
277,2024-06-25 08:01:17,Tuesday,08:01,8,68.99051134237016,167,7.896836873333333,3.039191563022545,0.0141187323542324,200,1,0.09747292418772563,91.54683163965113,214,4,228.5226138083945,527.7253247618492,1741.7536821938832,0
278,2024-06-25 11:15:04,Tuesday,11:15,11,82.39510577228322,176,3.2295997777777776,7.4312613485854015,0.010683797836172385,200,0,0.09712230215827339,82.14566328582346,426,4,195.12075201703317,556.8874383561491,2487.068827672443,0
279,2024-06-25 17:29:33,Tuesday,17:29,17,130.58118773814454,163,6.241492641111111,3.8452340457662575,0.013578060417194138,200,0,0.0967741935483871,76.95750366485905,398,3,337.52101873716555,567.1577823828213,1065.7705280664447,0
280,2024-06-26 13:12:08,Wednesday,13:12,13,144.35501207514744,186,19.7095379975,1.2176845547087005,0.1949919550507857,504,0,0.09642857142857143,78.43454841062132,409,8,1095.080601440931,2765.9414035138125,6394.01365620672,1
281,2024-06-26 15:07:43,Wednesday,15:07,15,142.97650624808836,139,1.9264024833333333,10.0,0.008645425755763372,200,0,0.09608540925266904,83.42693478839527,280,0,321.9012752484483,1001.166628563172,1594.8189804604226,0
282,2024-06-26 16:02:15,Wednesday,16:02,16,126.21498120633966,158,0.9089903572222223,10.0,0.008255261454975873,200,0,0.09574468085106383,67.7425126943553,262,3,237.31622646190974,868.8979435205936,1674.6669123485547,0
283,2024-06-27 19:31:31,Thursday,19:31,19,56.10235252966812,156,27.487658260277776,0.8731191203247106,0.015284912417047603,200,0,0.09540636042402827,73.8655059928894,435,2,277.9569401656386,605.6170452617359,2382.051104049278,0
284,2024-06-28 10:49:12,Friday,10:49,10,147.92414544775914,172,15.294899588055555,1.569150543410081,0.01165107674083988,200,0,0.09507042253521127,67.0323505070973,436,2,383.46675996282994,1232.2402502058892,1840.0065461158883,0
285,2024-06-28 11:57:39,Friday,11:57,11,153.37795259570984,148,1.14089868,10.0,0.001420135604451771,200,0,0.09473684210526316,66.98074050695683,360,1,159.33790870395322,821.0198105508997,1067.6664932805909,0
286,2024-06-29 16:05:15,Saturday,16:05,16,107.45490607578863,189,28.126616461666668,0.8532842915076269,0.05599386184413292,503,0,0.0944055944055944,69.00248545270478,169,12,973.5815208511017,4499.148893206972,4004.973755464408,1
287,2024-07-01 02:10:23,Monday,02:10,2,139.7067040013247,160,34.08542817166666,0.7041132028363333,0.0006156620447528027,200,0,0.09407665505226481,78.10183787401712,364,0,363.60574008190457,1152.319201553551,1624.7356185536048,0
288,2024-07-01 20:36:11,Monday,20:36,20,95.02256169067803,157,18.430028625555558,1.3022226111315407,0.014967927124194862,200,0,0.09375,86.18890667139532,459,3,296.9935620925871,1059.0108925968418,2448.2364076566773,0
289,2024-07-02 00:25:28,Tuesday,00:25,0,170.86272357605958,224,3.821480061388889,6.280289211106698,0.18848543346365937,200,0,0.09342560553633218,64.55601511425712,400,23,756.3243428622678,4715.2521132828615,4038.923840622092,1
290,2024-07-02 18:51:44,Tuesday,18:51,18,80.74255575657621,146,18.437806925277776,1.3016732465669003,0.01906222170563861,200,0,0.09310344827586207,74.05786848514349,420,2,249.42028378625858,1141.4874708055881,1953.4766067384082,0
291,2024-07-03 08:06:33,Wednesday,08:06,8,62.24127416128981,152,13.246744620000001,1.8117658857682422,0.0010826881680464152,200,0,0.09278350515463918,67.22353073909247,329,0,320.0664071821436,771.2215203841182,2069.8795468769063,0
292,2024-07-03 13:05:18,Wednesday,13:05,13,111.6013983635461,142,4.979329309444444,4.819926240764691,0.011937137215689819,200,0,0.09246575342465753,79.8579791259445,343,0,372.7029735784508,1294.8302616043268,2155.0589735231847,0
293,2024-07-04 02:38:46,Thursday,02:38,2,120.66948688038073,152,13.557846519722222,1.7701926308936946,0.00855681141254106,200,0,0.09215017064846416,72.32425183504577,462,4,160.2665934366529,729.318950307654,1952.5766053037337,0
294,2024-07-05 01:53:22,Friday,01:53,1,111.08121072348887,176,23.243209573333335,1.0325596352895652,0.00661265909719084,200,0,0.09183673469387756,81.60322280376297,228,1,167.8847054725941,658.8376953820157,1355.7915267009032,0
295,2024-07-05 05:20:00,Friday,05:20,5,83.55893046221043,171,3.4438726869444443,6.9688987316467434,0.0018063712059814608,201,0,0.09152542372881356,91.38406895657529,329,1,231.2628809023969,1282.439409498875,2311.0688715117462,0
296,2024-07-05 18:38:21,Friday,18:38,18,111.0035328254102,167,13.305771010833332,1.803728621247097,0.011253082393426183,404,0,0.09121621621621621,68.00548667989385,312,2,208.19492110936974,1207.8920306979333,2098.1797006159454,0
297,2024-07-07 17:37:26,Sunday,17:37,17,134.42531634032568,156,46.984845502499994,0.5108029992079679,0.009580814513492273,200,0,0.09090909090909091,70.72738576549237,351,0,216.2327215556015,682.6389757017985,2112.8057276454338,0
298,2024-07-07 18:00:01,Sunday,18:00,18,123.4287439457112,161,0.37621819944444446,10.0,0.0020910891630204855,200,0,0.09060402684563758,77.77355252868311,163,4,205.31749965647023,616.245752689938,2494.835108852124,0
299,2024-07-08 02:31:04,Monday,02:31,2,131.38753607097246,143,8.517611296388889,2.817691388450069,0.012249790141941668,200,0,0.0903010033444816,91.15257301434009,496,0,198.95626221378944,1338.399088486692,2203.789802294974,0
300,2024-07-08 10:28:29,Monday,10:28,10,101.54596798410185,165,7.956847476388888,3.016269957570192,0.01475906240505877,200,0,0.09,85.83886395928988,395,3,182.65599171732293,1276.598482196688,2243.72710473273,0
301,2024-07-09 03:32:22,Tuesday,03:32,3,166.0101270150656,189,17.064882225277778,1.4063970488146358,0.015345566021072966,200,0,0.08970099667774087,89.25218821539642,163,2,383.4885329488095,827.2573736996642,2427.1082735652376,0
302,2024-07-09 11:34:11,Tuesday,11:34,11,83.83393322058268,152,8.03012490611111,2.9887455401516165,0.01810746376524855,201,0,0.08940397350993377,74.0103009088464,248,1,186.04736597653826,1158.1974082133668,1226.7009997733408,0
303,2024-07-09 16:02:32,Tuesday,16:02,16,142.06461039803514,153,4.472500945,5.366125193742134,0.008189414837775544,204,0,0.0891089108910891,91.78503879202205,182,0,201.10094369138403,624.1601865478108,1746.5910647171017,0
304,2024-07-10 10:05:57,Wednesday,10:05,10,166.36618825359866,161,18.057104877222223,1.3291167196062712,0.01906145537244274,200,1,0.09210526315789473,67.77648603373225,406,2,211.56643099519644,1007.0476590476782,1870.8505353861815,0
305,2024-07-10 14:23:25,Wednesday,14:23,14,141.83178324621133,172,4.290953880833333,5.59316195571392,0.017308588101653723,200,1,0.09508196721311475,66.43026846324472,183,1,383.2537182826051,518.7302920604199,1493.9135938336865,0
306,2024-07-11 22:19:39,Thursday,22:19,22,117.91165205273096,168,31.937271570833335,0.7514730851936007,0.005930031420478781,200,0,0.09477124183006536,88.10127093045875,168,0,338.9285334002712,891.6018809215554,2259.1050158417584,0
307,2024-07-13 08:39:57,Saturday,08:39,8,106.50960336679573,156,34.33838499277778,0.6989262891964138,0.0031856607469891696,200,0,0.09446254071661238,90.03615149558863,301,4,347.4248575788787,574.842821471405,2143.629432468585,0
308,2024-07-13 10:17:29,Saturday,10:17,10,161.26306778661896,194,1.6255151191666666,10.0,0.00870778792256027,200,0,0.09415584415584416,67.44580465374474,409,2,176.1895648846245,975.1471801568825,2081.324611762186,0
309,2024-07-13 18:53:44,Saturday,18:53,18,75.19587761584144,157,8.6040968275,2.789368888003719,0.008037974159119332,200,0,0.09385113268608414,68.06254052213772,313,0,359.0774687539179,921.6816468528943,2495.72415963725,0
310,2024-07-14 13:21:51,Sunday,13:21,13,91.04565088671248,155,18.468664109444443,1.2994984292191962,0.011514386106624086,200,0,0.0935483870967742,65.8957022594059,226,1,252.0482704543545,944.385026638056,1389.0720601125859,0
311,2024-07-14 17:20:05,Sunday,17:20,17,111.08547820778975,158,3.9706497419444444,6.044350814042614,0.01166772464655496,200,0,0.0932475884244373,67.82170419135355,463,1,215.7057565530972,545.3313020479941,2103.185877513132,0
312,2024-07-14 22:06:52,Sunday,22:06,22,168.31788151291994,173,4.779757110277777,5.021175646853158,0.014999739687599505,200,0,0.09294871794871795,70.65433505360758,286,4,293.9375208800776,861.6163412818324,1827.106712358851,0
313,2024-07-15 06:46:19,Monday,06:46,6,223.23773248641078,196,8.657381629166666,2.772200767856201,0.13810818288471038,504,0,0.0926517571884984,77.62394679111281,357,11,580.4024820167701,2646.3598308669298,5997.582396684263,1
314,2024-07-15 15:56:17,Monday,15:56,15,91.11839845214142,165,9.166119469444444,2.6183381178921765,0.002096452818815311,200,0,0.09235668789808917,83.03222600047137,391,2,344.66303776872735,868.9143733536201,1240.8803060846888,0
315,2024-07-16 20:48:34,Tuesday,20:48,20,158.24165875776853,216,28.871488971388892,0.8312699086556828,0.09701027314719644,500,1,0.09523809523809523,76.79133412950844,216,12,422.40425557796675,2722.0547276700227,7222.943287505633,1
316,2024-07-17 05:49:49,Wednesday,05:49,5,103.49868995662969,127,9.020757983333333,2.6605303062494494,0.006195291663703742,200,0,0.0949367088607595,85.9557638996711,265,1,382.033046503861,869.4787236337332,1893.183224061768,0
317,2024-07-17 13:00:08,Wednesday,13:00,13,100.15738527182627,152,7.171897570555556,3.3463946973438006,0.019425949206131842,200,1,0.09779179810725552,79.4469912440388,351,1,209.5305178569374,923.2394414901864,2237.400756461192,0
318,2024-07-17 21:23:32,Wednesday,21:23,21,159.26113454948728,150,8.389949595555557,2.8605654571171226,0.002357202173595403,200,1,0.10062893081761007,86.53220239825147,399,4,255.9644735423179,1063.8921128292661,1818.0174760023174,0
319,2024-07-19 00:48:20,Friday,00:48,0,76.98899047577731,161,27.413335346666663,0.8754863170241082,0.019165023444650067,200,0,0.10031347962382445,81.08680337452918,427,4,153.6571348012675,1450.6819368070824,1329.9656209810294,0
320,2024-07-19 18:32:52,Friday,18:32,18,181.30732995070306,177,17.742288770277778,1.3527003370729294,0.0018202361376503395,201,0,0.1,73.49274463529065,261,2,369.830414816265,608.8604466466552,1506.3232196504878,0
321,2024-07-19 19:25:48,Friday,19:25,19,153.9880391564618,154,0.8822878622222222,10.0,0.004620722758941189,200,0,0.09968847352024922,80.14997293674682,480,1,188.6430378686919,532.9137686611737,1572.3082637103198,0
322,2024-07-20 10:14:39,Saturday,10:14,10,148.0133428028863,189,14.814161769166667,1.620071413689582,0.11796518168147895,404,0,0.09937888198757763,68.3341732769446,383,7,935.9410737290584,3647.660299660591,5491.108183157147,1
323,2024-07-21 02:33:34,Sunday,02:33,2,108.79711707911596,167,16.315275225,1.471014106046133,0.0141022629327799,200,0,0.09907120743034056,87.23323245150166,325,3,232.3468304966491,1449.0970889284263,1008.4499175720738,0
324,2024-07-21 06:39:59,Sunday,06:39,6,119.75207483223117,163,4.106826831111111,5.843927924642185,0.017005974731435836,200,0,0.09876543209876543,91.50663486930479,292,0,242.03339749528456,1489.723132554715,2478.4990345367605,0
325,2024-07-21 08:53:40,Sunday,08:53,8,74.83968649163508,147,2.228260186111111,10.0,0.008681421636319608,200,1,0.10153846153846154,76.09814926636513,181,4,159.78306362096484,984.1642473920018,2470.692452664746,0
326,2024-07-22 02:55:29,Monday,02:55,2,106.63681575266189,185,18.030301064166668,1.3310925821254023,0.018570441500848595,200,0,0.10122699386503067,85.61154831791671,330,0,231.71969744132988,968.0816210850984,2494.226185795205,0
327,2024-07-23 08:26:40,Tuesday,08:26,8,142.27791966751028,166,29.51951135972222,0.8130215879097072,0.011805981435111992,200,0,0.10091743119266056,67.6936011090296,216,1,372.090920700316,1144.9637707451961,1714.882268379452,0
328,2024-07-23 11:58:25,Tuesday,11:58,11,170.36220716234885,143,3.5292097875,6.800389165020698,0.012600142708930465,200,0,0.10060975609756098,85.97444697510379,153,2,156.38685028040103,1055.63475720497,2445.7134544314995,0
