deployment_id,timestamp,deployment_day_of_week,deployment_time_of_day,deployment_hour,build_duration_sec,code_churn_lines,time_since_last_deployment_hours,deployment_frequency_per_day,error_rate,http_status_code,rollback_occurred,rollback_frequency,test_coverage_pct,total_test_cases,failed_test_cases,latency_p50_ms,latency_p95_ms,latency_p99_ms,failure_label,log_prob,fused_risk,fused_pred,log_only_pred,text,language,llm_prediction
203,2024-05-04 10:51:44,Saturday,10:51,10,54.279594500376255,201,18.861731755833333,1.27241762902166,0.1104764431479394,200,0,0.0935960591133004,71.07661831735648,211,19,1014.987834703042,3534.328501752869,5065.86776483681,1,0.99227977,0.9953679084777832,1,1,"Nye kaɖi kple MOMO le dɔ wɔm le teƒe bubuwo, gake le mɔzɔgbalẽa ƒe nyatakakadzraɖoƒe la nyemate ŋu axe fea o. Esia dze egɔme tso ŋdi sia me.",ew,YES
204,2024-05-04 20:08:07,Saturday,20:08,20,83.01058650721421,175,9.27295336777778,2.5881721872339676,0.0078851647099149,200,0,0.0931372549019607,81.2369259287318,172,2,208.67088322131255,576.7395137452562,1488.996877803404,0,0.0013870641,0.4008322385256179,0,0,Nhyehyɛe no mma mintumi nwie m’akatua wɔ akwammisa krataa no ho. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a entumi nyɛ yiye.,ak,YES
205,2024-05-04 22:10:16,Saturday,22:10,22,43.93496479608932,171,2.035837284722222,10.0,0.0135416394390221,200,0,0.0926829268292682,90.94310057318906,193,2,178.36512538119226,1109.56082190481,1812.8214306590216,0,0.0013870641,0.4008322385256179,0,0,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.",ak,YES
206,2024-05-05 04:06:37,Sunday,04:06,4,155.0304968355751,173,5.939122526388889,4.041000988506715,0.0095196338069844,200,0,0.0922330097087378,83.0950076201026,457,3,163.35416798362766,1181.7359520656107,1255.3219523230073,0,0.0013870641,0.4008322385256179,0,0,"Ɣesiaɣi si mezi fetu dzi la, axaa tsia tsikpe alo ɖea vodada aɖe fiana eye asitsatsa la metoa eme o. Mekɔ nye cache hã ŋu eye medze ŋgɔ kuxi ma ke kokoko.",ew,YES
207,2024-05-06 18:54:54,Monday,18:54,18,96.0131304462168,163,38.80487407527777,0.6184790073907283,0.0198754620553586,200,0,0.0917874396135265,69.72972132001289,195,0,302.0744034354742,1005.5417234297396,1033.3309592799076,0,0.0013870641,0.4008322385256179,0,0,I am trying to pay the passport fee but the payment keeps failing on the portal. This is delaying my travel plans and I need urgent help.,en,YES
208,2024-05-09 12:37:11,Thursday,12:37,12,54.35292474639768,151,65.70472170444445,0.3652705525176369,0.0145780427158149,200,1,0.0961538461538461,77.7921507823112,296,2,328.83830312505137,1194.231878823137,1505.4746836618758,0,0.0013870641,0.4008322385256179,0,0,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
209,2024-05-09 12:54:43,Thursday,12:54,12,130.07723110857836,160,0.2921636497222222,10.0,0.0190498260086864,200,0,0.0956937799043062,82.50943513377452,365,4,243.20249730080135,672.754646011967,2298.056202251587,0,0.0013870641,0.0008322385256178677,0,0,The system is not allowing me to complete my payment for the application. I am doing this from Accra using a stable internet connection.,en,NO
210,2024-05-09 18:00:08,Thursday,18:00,18,152.7611490876537,155,5.090333918333333,4.714818396011638,0.0166993909896237,200,1,0.1,65.7631469283494,489,0,319.9189668726599,1352.63223277154,1065.2025989855722,0,0.0013870641,0.4008322385256179,0,0,"My card and MOMO are working elsewhere, but on the passport portal I cannot make the payment. I have been trying for the past two hours without success.",en,YES
211,2024-05-10 19:13:08,Friday,19:13,19,120.7280003757553,155,25.21663882361111,0.9517525379920208,0.0180580202232674,200,0,0.0995260663507109,65.40257713217981,196,4,328.2397038898815,640.0256894698856,1643.393588525376,0,0.0013870641,0.4008322385256179,0,0,"Each time I click pay, the page either freezes or shows an error and the transaction does not go through. I am doing this from Accra using a stable internet connection.",en,YES
212,2024-05-11 02:52:05,Saturday,02:52,2,108.97530648361288,179,7.6491731694444445,3.137594020732976,0.0162883839442934,200,0,0.0990566037735849,68.49388101616134,496,3,383.8355703492263,900.8124443157496,2143.301159389124,0,0.0013870641,0.4008322385256179,0,0,Nhyehyɛe no mma mintumi nwie m’akatua wɔ akwammisa krataa no ho. Eyi fii ase sii anɔpa yi.,ak,YES
213,2024-05-12 01:13:56,Sunday,01:13,1,119.42232187489329,156,22.36423149,1.073142173954487,0.0091831826075182,200,0,0.0985915492957746,71.79493974622771,457,2,166.21840945877682,575.2576013082058,2429.773895366328,0,0.0013870641,0.4008322385256179,0,0,The system is not allowing me to complete my payment for the application. This is delaying my travel plans and I need urgent help.,en,YES
214,2024-05-12 03:53:32,Sunday,03:53,3,112.0296033159726,165,2.6598579272222223,9.023038318841335,0.0050357690669376,201,0,0.0981308411214953,76.59782633505824,173,0,198.07293080776995,1045.2110788174002,2478.2130985066483,0,0.0013870641,0.4008322385256179,0,0,"Each time I click pay, the page either freezes or shows an error and the transaction does not go through. Kindly assist me to resolve this so I can continue my application.",en,YES
215,2024-05-12 08:32:13,Sunday,08:32,8,77.81835108209415,184,4.644855680555556,5.167006609154634,0.0074064035090104,200,0,0.0976744186046511,78.16089279151429,294,2,167.13149689924705,1169.7458074256392,1632.9540709131124,0,0.0013870641,0.4008322385256179,0,0,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa m’akwammisa krataa no so.,ak,YES
216,2024-05-12 09:20:00,Sunday,09:20,9,99.9861763053349,188,0.7963460622222223,10.0,0.000404724652799,200,0,0.0972222222222222,68.72674544132322,238,2,366.9984833340277,1441.2216350952906,2425.5764415686763,0,0.0013870641,0.4008322385256179,0,0,"Be fɛɛ be ni makliki nyɔmɔwoo nɔ lɛ, baafa lɛ feɔ fɛ̃i loo etsɔɔ tɔmɔ ko ni nibii ni akɛtsuɔ nii lɛ eyaaa mli. Tɔmɔ ko bɛ, tɔmɔ sane ko kɛkɛ ni haa mɔ he jɔ̃ɔ ehe.",ga,YES
217,2024-05-13 05:14:25,Monday,05:14,5,143.2447966754835,164,19.906807209999997,1.205617744062133,0.0104798633492933,201,0,0.0967741935483871,83.18157263612743,323,0,348.14679000839214,1239.3361958960008,1053.1284599212956,0,0.0013870641,0.0008322385256178677,0,0,"My card and MOMO are working elsewhere, but on the passport portal I cannot make the payment. There was no clear error code, just a generic failure message.",en,NO
218,2024-05-14 07:01:48,Tuesday,07:01,7,136.2587489481775,179,25.78978591111111,0.9306009783377066,0.0101011560054081,200,0,0.0963302752293578,81.09572766580644,213,2,293.6605176554598,1041.102916454151,2118.8754069978345,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Eyi fii ase sii anɔpa yi.",ak,YES
219,2024-05-15 01:14:58,Wednesday,01:14,1,130.8820932088387,166,18.21945249222222,1.3172733928335916,0.0105050092966097,200,0,0.0958904109589041,72.95053066871132,268,2,170.9158525127958,1432.6170171703338,1964.1190519504191,0,0.0013870641,0.0008322385256178677,0,0,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa m’akwammisa krataa no so.,ak,NO
220,2024-05-15 06:16:00,Wednesday,06:16,6,90.16980313513172,145,5.017361180277778,4.783390937518929,0.0194806244994412,200,0,0.0954545454545454,65.36881685275289,372,1,218.3280896634299,978.4368380408764,1374.2827863792284,0,0.0013870641,0.4008322385256179,0,0,Nuɖoanyia mele mɔ ɖem nam be mawu nye fexexe ɖe dɔbiagbalẽvia ta nu o. Taflatse kpɔe ɖa le wò axadzi nenye be ɖoɖoa ƒe nya aɖe li.,ew,YES
221,2024-05-15 16:12:06,Wednesday,16:12,16,142.064861626984,208,9.934801705833332,2.4157502797371513,0.2219746613697688,200,0,0.0950226244343891,62.16320704470364,305,9,992.8856333037446,4246.517565385553,5280.019543045392,1,0.99227977,0.9953679084777832,1,1,"Ɣesiaɣi si mezi fetu dzi la, axaa tsia tsikpe alo ɖea vodada aɖe fiana eye asitsatsa la metoa eme o. Esia dze edzi yiyi gɔme ŋdi sia.",ew,YES
222,2024-05-16 02:43:31,Thursday,02:43,2,48.80272337450008,143,10.523682638055556,2.280570483303214,0.0032342555666021,200,0,0.0945945945945946,75.57575893879266,327,0,290.1857990038543,1096.0985276700958,1194.330606640743,0,0.0013870641,0.4008322385256179,0,0,I am trying to pay the passport fee but the payment keeps failing on the portal. Please check from your side if there is a system issue.,en,YES
223,2024-05-16 15:10:58,Thursday,15:10,15,131.24668323598863,164,12.457566781944443,1.9265399431600676,0.0073776504311177,200,0,0.0941704035874439,69.15730748147347,469,0,214.51097350917885,909.9797258865668,2307.3957264273413,0,0.0013870641,0.4008322385256179,0,0,"My card and MOMO are working elsewhere, but on the passport portal I cannot make the payment. I have been trying for the past two hours without success.",en,YES
224,2024-05-17 11:21:18,Friday,11:21,11,175.01001977347485,151,20.172266946666664,1.1897522506247542,0.0084791235892652,200,0,0.09375,75.17412936599521,491,2,168.2399659782387,1338.4826905658242,1536.847128318472,0,0.0013870641,0.4008322385256179,0,0,"Each time I click pay, the page either freezes or shows an error and the transaction does not go through. This is delaying my travel plans and I need urgent help.",en,YES
225,2024-05-17 11:34:29,Friday,11:34,11,73.4053753785263,157,0.2196634211111111,10.0,0.0072106583570329,204,0,0.0933333333333333,81.96093032177959,205,4,332.6905754633248,685.1759388450591,1939.0667056985749,0,0.0013870641,0.4008322385256179,0,0,"Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Na mfomso koodu biara nni hɔ a emu da hɔ, na ɛyɛ generic failution message ara kwa.",ak,YES
226,2024-05-17 19:56:01,Friday,19:56,19,169.82789310078542,199,8.3588507675,2.8712080963706472,0.0678757560829088,500,0,0.0929203539823008,75.5921728508493,208,13,1008.6413374048816,2086.5945183740923,6544.007215955842,1,0.99227977,0.9953679084777832,1,1,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa no ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Eyi retwentwɛn m’akwantu nhyehyɛe ase na mihia mmoa ntɛm ara.,ak,YES
227,2024-05-19 00:48:40,Sunday,00:48,0,86.72718364977445,217,28.877421340277778,0.8310991385690374,0.1474143555720288,200,0,0.092511013215859,72.042036602547,369,9,762.180341303952,3185.2655670698987,7784.785135794262,1,0.99227977,0.9953679084777832,1,1,Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
228,2024-05-20 19:33:31,Monday,19:33,19,168.84949220496193,182,42.7475055725,0.5614362681185192,0.0114419963394325,200,1,0.0964912280701754,74.28320726398631,334,4,181.9166587455763,1403.9761718765772,2487.934556204728,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Eyi fii ase sii anɔpa yi.",ak,YES
229,2024-05-20 20:04:01,Monday,20:04,20,109.31213842949477,169,0.5084439825,10.0,0.0170602711797585,200,0,0.0960698689956331,81.57884235811356,196,1,350.6370758486449,1383.9183964342783,2129.629591661994,0,0.0013870641,0.4008322385256179,0,0,"My card and MOMO are working elsewhere, but on the passport portal I cannot make the payment. This started happening this morning.",en,YES
230,2024-05-21 00:02:04,Tuesday,00:02,0,100.77123847569362,148,3.96737469,6.049340401473399,0.0161185630683071,200,0,0.0956521739130434,88.24308575717312,251,0,291.3829692310144,1008.740289430142,2442.9578046611064,0,0.0013870641,0.4008322385256179,0,0,"Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Na mfomso koodu biara nni hɔ a emu da hɔ, na ɛyɛ generic failution message ara kwa.",ak,YES
231,2024-05-21 07:03:10,Tuesday,07:03,7,56.08769001543709,167,7.018414617222223,3.4195756889465185,0.0026442304564059,200,0,0.0952380952380952,85.33676284594969,193,2,375.3964065524657,1143.1614511633418,1443.7767478180665,0,0.0013870641,0.4008322385256179,0,0,Nhyehyɛe no mma mintumi nwie m’akatua wɔ akwammisa krataa no ho. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a entumi nyɛ yiye.,ak,YES
232,2024-05-24 19:12:42,Friday,19:12,19,128.62033452578373,158,84.15894721472222,0.2851746700058719,0.0142782916816726,200,0,0.0948275862068965,79.9418007245022,164,1,273.86789076633335,894.237736129301,1246.844314929731,0,0.0013870641,0.4008322385256179,0,0,"My card and MOMO are working elsewhere, but on the passport portal I cannot make the payment. I have tried using different browsers but the issue remains.",en,YES
233,2024-05-27 00:09:47,Monday,00:09,0,196.47266140503103,171,52.95147225916667,0.4532451880192104,0.0087087225780407,200,0,0.0944206008583691,74.78191095454513,385,3,385.3564179544699,968.1777628802002,1754.6026952182465,0,0.0013870641,0.4008322385256179,0,0,"Ɣesiaɣi si mezi fetu dzi la, axaa tsia tsikpe alo ɖea vodada aɖe fiana eye asitsatsa la metoa eme o. Taflatse kpɔe ɖa le wò axadzi nenye be ɖoɖo aɖe li.",ew,YES
234,2024-05-27 20:59:08,Monday,20:59,20,134.70754616876366,172,20.82252217777778,1.1525981240453804,0.00589297806125,200,0,0.094017094017094,74.85638449362875,200,1,372.9670510953315,1406.2657925730496,1742.0024233410152,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.",ak,YES
235,2024-05-28 03:45:27,Tuesday,03:45,3,122.1069675928037,192,6.771891826666667,3.544061336817534,0.0895601854538156,500,0,0.0936170212765957,78.90377159519089,458,11,718.90316931526,3731.606708377873,4872.0659941277545,1,0.99227977,0.9953679084777832,1,1,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Na mfomso koodu biara nni hɔ a emu da hɔ, mfomso nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
236,2024-05-29 06:43:34,Wednesday,06:43,6,136.27288087684448,151,26.968558215,0.8899252161968052,0.009744991206909,200,1,0.097457627118644,66.05957655309476,183,4,383.47335953746585,1395.4140580670196,2099.829354372115,0,0.0013870641,0.0008322385256178677,0,0,"Ɣesiaɣi si mezi fetu dzi la, axaa tsia tsikpe alo ɖea vodada aɖe fiana eye asitsatsa la metoa eme o. Esia le nye mɔzɔzɔ ŋuti ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.",ew,NO
237,2024-05-31 04:12:16,Friday,04:12,4,124.61177986179892,142,45.47843074083333,0.5277226942320885,0.0071087336144906,200,0,0.0970464135021097,91.67553139934704,273,3,230.7721868236381,638.3708618136383,1542.666301658101,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.",ak,YES
238,2024-05-31 10:48:10,Friday,10:48,10,96.54449697089544,148,6.598320463888888,3.637289236154345,0.005030260793528,200,0,0.0966386554621848,82.93813609299218,226,3,241.41054067605285,1350.0840213306362,1279.547846395776,0,0.0013870641,0.4008322385256179,0,0,"Each time I click pay, the page either freezes or shows an error and the transaction does not go through. There was no clear error code, just a generic failure message.",en,YES
239,2024-06-01 02:38:52,Saturday,02:38,2,153.8147970487197,180,15.84478089,1.5146943442523049,0.0138934345919391,200,0,0.0962343096234309,83.39071787495455,272,3,161.36948782650924,1448.3637310214804,1497.9750918149325,0,0.0013870641,0.4008322385256179,0,0,Nhyehyɛe no mma me kwan sɛ menwie m’akatua wɔ akwammisa krataa no ho. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Nkran.,ak,YES
240,2024-06-01 03:22:59,Saturday,03:22,3,132.9016533089114,168,0.7354646819444444,10.0,0.0153897077463117,200,0,0.0958333333333333,66.02594160722803,354,0,297.30022669096326,861.2496945736046,1845.4880494525228,0,0.0013870641,0.4008322385256179,0,0,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.",ak,YES
241,2024-06-01 20:15:13,Saturday,20:15,20,125.616463817678,162,16.870518223055555,1.4226000459903576,0.0048957903805884,200,0,0.0954356846473029,81.34929042206434,377,2,330.4809924822333,1018.6462894216692,2089.706398270665,0,0.0013870641,0.0008322385256178677,0,0,Nhyehyɛe no mma me kwan sɛ menwie m’akatua wɔ akwammisa krataa no ho. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.,ak,NO
242,2024-06-01 20:50:45,Saturday,20:50,20,90.86218904526125,170,0.5922577447222221,10.0,0.0009889487335869,400,0,0.0950413223140495,78.08900762244207,219,3,343.3797975605258,1279.095255812996,1722.836329086227,0,0.0013870641,0.4008322385256179,0,0,Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa m’akwammisa krataa no so.,ak,YES
243,2024-06-02 07:14:27,Sunday,07:14,7,170.62277761771657,167,10.394994100555556,2.3088036191109844,0.0169750540113047,200,0,0.0946502057613168,67.85603048613982,379,1,187.45407151152585,1062.0781375656488,1788.3924847425603,0,0.0013870641,0.4008322385256179,0,0,"Nye kaɖi kple MOMO le dɔ wɔm le teƒe bubuwo, gake le mɔzɔgbalẽa ƒe mɔnu la, nyemate ŋu axe fea o. Vodada ƒe kɔpi aɖeke menɔ anyi si me kɔ o, si nye kpododonu ƒe gbedasi si wozãna le mɔ gbadza nu ko.",ew,YES
244,2024-06-02 09:21:56,Sunday,09:21,9,148.26459608665886,174,2.1247775183333335,10.0,0.000199194824086,201,0,0.0942622950819672,72.50389429077269,170,4,261.03976807812506,1493.4835217062491,1208.418903914123,0,0.0013870641,0.4008322385256179,0,0,I am trying to pay the passport fee but the payment keeps failing on the portal. Kindly assist me to resolve this so I can continue my application.,en,YES
245,2024-06-02 09:44:29,Sunday,09:44,9,105.64777069214443,165,0.3758214733333333,10.0,0.0187422498784294,200,0,0.0938775510204081,89.03849031776858,257,2,194.2158030234789,955.7133651568284,2372.036387062348,0,0.0013870641,0.4008322385256179,0,0,"Each time I click pay, the page either freezes or shows an error and the transaction does not go through. I am doing this from Accra using a stable internet connection.",en,YES
246,2024-06-02 21:25:29,Sunday,21:25,21,160.0638698788678,167,11.68333221388889,2.0542084707194515,0.0125523974796541,204,1,0.0975609756097561,79.84968722838073,390,1,315.5318372135622,1213.9427112073777,2393.086296988067,0,0.0013870641,0.4008322385256179,0,0,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a wɔde ma a.",ak,YES
247,2024-06-02 23:46:51,Sunday,23:46,23,107.58502065651776,159,2.356070343888889,10.0,0.0064369327040264,200,1,0.1012145748987854,76.16224752969553,400,0,189.48659310544204,1292.5911401965443,2025.1398856270057,0,0.0013870641,0.4008322385256179,0,0,Mabɔ mmɔden sɛ mɛtua sika mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a entumi nyɛ yiye.,ak,YES
248,2024-06-03 22:35:58,Monday,22:35,22,97.62987776211372,158,22.818430611944443,1.0517813607846045,0.0049295581915347,204,0,0.1008064516129032,66.9624182077019,284,3,376.04092098901873,994.1004157584396,1026.447113401037,0,0.0013870641,0.4008322385256179,0,0,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
249,2024-06-04 12:32:59,Tuesday,12:32,12,98.41039088818997,160,13.950368735833331,1.720384633156892,0.0001801132852895,404,0,0.1004016064257028,84.28128123986225,239,1,207.65866141535332,1356.9838057113757,1805.611323854989,0,0.0013870641,0.4008322385256179,0,0,"My card and MOMO are working elsewhere, but on the passport portal I cannot make the payment. I am doing this from Accra using a stable internet connection.",en,YES
250,2024-06-04 15:53:13,Tuesday,15:53,15,63.012600641916805,172,3.337252241944445,7.19154509759695,0.0047094283402175,200,0,0.1,83.97697223169288,228,2,222.8505665720612,1046.1545912071963,1943.8284581329203,0,0.0013870641,0.4008322385256179,0,0,Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
251,2024-06-04 23:58:16,Tuesday,23:58,23,141.5039833146372,149,8.084088073333334,2.9687949688682713,0.0027545660303428,400,0,0.099601593625498,81.57917738825921,326,1,362.7265805377499,911.6507968016314,2491.981334437165,0,0.0013870641,0.4008322385256179,0,0,Nhyehyɛe no mma me kwan sɛ minwie me ka wɔ application no ho. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
252,2024-06-05 10:50:11,Wednesday,10:50,10,60.909929258157746,174,10.865389251666668,2.208848615001859,0.0122433244144629,200,0,0.0992063492063492,78.77709144795753,447,0,264.6169025364309,607.823673851947,2494.100432792195,0,0.0013870641,0.4008322385256179,0,0,"Each time I click pay, the page either freezes or shows an error and the transaction does not go through. There was no clear error code, just a generic failure message.",en,YES
253,2024-06-06 14:12:53,Thursday,14:12,14,82.00446590569831,161,27.378201771111108,0.8766098007694678,0.003330911771876,200,0,0.0988142292490118,76.71217885959906,457,4,155.99898645001826,893.4135763504241,2286.416852988336,0,0.0013870641,0.4008322385256179,0,0,Mabɔ mmɔden sɛ mɛtua sika mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a entumi nyɛ yiye.,ak,YES
254,2024-06-07 04:54:10,Friday,04:54,4,134.5007213289258,169,14.688269321666668,1.6339569675916548,0.1001540927811631,500,0,0.0984251968503937,77.43233692657701,251,24,1187.5050500948826,4762.29444236696,7191.78708356969,1,0.99227977,0.9953679084777832,1,1,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa no ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
255,2024-06-08 00:15:59,Saturday,00:15,0,121.98756075231874,150,19.363614173333335,1.2394380400871483,0.0118023284468894,200,0,0.0980392156862745,71.30167719666699,484,2,171.13583384503076,1421.2864116801072,2429.914586168095,0,0.0013870641,0.4008322385256179,0,0,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.",ak,YES
256,2024-06-08 12:15:48,Saturday,12:15,12,119.73878389048448,172,11.996821250277778,2.000529931997136,0.0059608339669382,200,0,0.09765625,90.41399473279648,261,3,396.33617967182767,751.6794038603103,1918.9918707279987,0,0.0013870641,0.4008322385256179,0,0,Gbɛjianɔtoo lɛ eŋmɛɛɛ mi gbɛ ni magbe minyɔmɔwoo kɛha nibimɔ lɛ naa. Mi hu mijie mi cache lɛ ni mikɛ naagba nɛɛ nɔŋŋ kpe lolo.,ga,YES
257,2024-06-09 02:14:02,Sunday,02:14,2,113.56563253847726,151,13.970477925833332,1.7179083011627472,0.0007012989803743,200,0,0.0972762645914396,80.8974522878662,330,3,297.0278926139006,855.2355173305026,2201.330155718769,0,0.0013870641,0.4008322385256179,0,0,I am trying to pay the passport fee but the payment keeps failing on the portal. This started happening this morning.,en,YES
258,2024-06-09 07:13:39,Sunday,07:13,7,88.50978068652984,158,4.993574910555555,4.806176022165633,0.0007450776122839,400,0,0.0968992248062015,73.40219599756817,253,3,214.13315440274465,653.9609941044262,1610.7892745287804,0,0.0013870641,0.4008322385256179,0,0,Nhyehyɛe no mma me kwan sɛ menwie m’akatua wɔ akwammisa krataa no ho. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
259,2024-06-09 18:27:29,Sunday,18:27,18,83.9718186297176,168,11.230754437777778,2.1369891161780994,0.0005269466438783,200,0,0.0965250965250965,77.14135597389925,165,1,290.92941988690444,1190.722894228969,1479.5042068518846,0,0.0013870641,0.4008322385256179,0,0,Mabɔ mmɔden sɛ mɛtua sika mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
260,2024-06-13 06:42:33,Thursday,06:42,6,141.2529452241301,176,84.25109015916667,0.2848627828394783,0.0147824933427309,200,0,0.0961538461538461,86.75348929967609,245,1,169.21677584543872,1460.1884300099252,1694.866218225712,0,0.0013870641,0.4008322385256179,0,0,"My card and MOMO are working elsewhere, but on the passport portal I cannot make the payment. This is delaying my travel plans and I need urgent help.",en,YES
261,2024-06-13 13:15:20,Thursday,13:15,13,105.73068239020292,143,6.546291208055555,3.666198040573988,0.0063601940962859,201,0,0.0957854406130268,69.36363363971803,442,4,349.97282606720427,1140.9522198481754,1220.3117694532405,0,0.0013870641,0.4008322385256179,0,0,Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
262,2024-06-15 02:47:25,Saturday,02:47,2,136.07254125376505,172,37.53468869472223,0.6394085267416819,0.0159260037193532,204,0,0.0954198473282442,72.90656180642704,295,0,381.3320134660409,1117.0765300062262,1535.5992081299592,0,0.0013870641,0.4008322385256179,0,0,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
263,2024-06-15 07:39:31,Saturday,07:39,7,94.0162959856522,154,4.868479506111111,4.929670540848377,0.0086346564768569,204,0,0.0950570342205323,83.346716613887,451,2,368.6110970515399,1053.489930500434,2286.426249652418,0,0.0013870641,0.4008322385256179,0,0,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.",ak,YES
